episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
80,1.0,3.1999372429937583,0.6832019181233897,0.2045282855909906,1.3,3.96,4,0.0,False,True,0.7917076175515988,1,17.709159380834848,755.711,prepare,0.0
80,2.0,3.199732793847639,0.6831032114197833,0.18326595495146542,-8.3,1.6,7,0.001,False,True,0.7905513581379274,1,17.709159380834848,755.778,in_progress,0.0
80,3.0,3.2050062751678006,0.6855502128770621,0.750992050990101,-8.3,1.6,7,0.001,False,True,0.8203736731429472,1,17.709159380834848,755.843,in_progress,0.0
80,4.0,3.222965509072498,0.6839323203106414,0.2613914535844633,1.3,3.96,4,26.66694801945188,False,True,0.9217488402986043,1,17.709159380834848,755.901,in_progress,0.0
80,5.0,3.2576216412110184,0.6836215525987979,0.1466410088923386,1.3,3.96,4,26.678169745178106,False,True,1.1174420116565176,1,17.709159380834848,755.979,in_progress,0.0
80,6.0,3.3184445446671345,0.6850712049489172,0.3839031955516614,-8.3,1.6,7,0.001,False,True,1.4609086367147257,2,17.709159380834848,756.048,in_progress,0.0
80,7.0,3.3742147820101343,0.6826047752883392,-0.22201155514215548,1.3,3.96,4,26.71698219673287,False,True,1.7758156335435278,2,17.709159380834848,756.115,in_progress,0.0
80,8.0,3.456192061473102,0.6779499852242933,-1.300952994650483,1.3,3.96,4,26.591957991934567,False,True,2.2387178806138444,3,17.709159380834848,756.173,in_progress,0.0
80,9.0,3.5507423789912766,0.6743879892859024,-1.7043150633686688,-6.6,2.27,10,0.001,False,True,2.7726118206232284,3,17.709159380834848,756.247,in_progress,0.0
80,10.0,3.6623614688616106,0.6672635147687246,-2.615934145755451,1.3,3.96,4,26.26737716760308,False,True,3.4028880228697567,4,17.709159380834848,756.313,in_progress,0.0
80,11.0,3.789122390921426,0.6557006927739402,-3.734795737683808,1.3,3.96,4,25.872997008479604,False,True,4.11865656495164,5,17.709159380834848,756.372,in_progress,0.0
80,12.0,3.9161643379863804,0.6494249933329537,-3.311531544207252,-4.9,2.9,6,0.001,False,True,4.836028141179261,6,17.709159380834848,756.444,in_progress,0.0
80,13.0,4.071847456135847,0.6385987014948726,-3.804351955440785,1.3,3.96,4,25.275491413268618,False,True,5.715117641711688,7,17.709159380834848,756.514,in_progress,0.0
80,14.0,4.232030808038906,0.6224970355900312,-4.871038232261085,0.6,4.0,9,24.731362908694937,False,True,6.61960644657774,8,17.709159380834848,756.583,in_progress,0.0
80,15.0,4.415873175479072,0.6028072068894307,-5.666990350273428,1.3,3.96,4,23.977157082513838,False,True,7.657686427400062,9,17.709159380834848,756.642,in_progress,0.0
80,16.0,4.61536506039772,0.5805211169407435,-6.134124521736278,1.8,2.8,18,18.659030765003127,False,True,8.784124500887428,10,17.709159380834848,756.715,in_progress,0.0
80,17.0,4.820740061015788,0.5585939691742187,-6.180268082468591,5.0,2.2,17,0.001,False,True,9.94377741694511,12,17.709159380834848,756.775,in_progress,0.0
80,18.0,5.007856562168,0.5437648516796928,-5.224196176846582,1.8,2.8,18,17.307077855155654,False,True,11.00037932921393,13,17.709159380834848,756.851,in_progress,0.0
80,19.0,5.2077744372259405,0.5352254144076648,-3.482558752316293,-6.6,2.27,10,20.458509673175204,False,True,12.129299913416174,14,17.709159380834848,756.91,in_progress,0.0
80,20.0,5.39129344297596,0.5219387538981918,-3.9342755423032423,1.8,2.8,18,14.014837948301764,False,True,13.165437106098379,16,17.709159380834848,756.975,in_progress,0.0
80,21.0,5.557694351350498,0.5045331784771999,-5.164611150624987,11.5,2.29,11,20.2198169486838,False,True,14.103993783753719,17,17.709159380834848,757.053,in_progress,0.0
80,22.0,5.740127345813167,0.494264096570053,-4.025920524862058,21.3,2.1,2,20.01426931320053,False,True,15.13599048076468,18,17.709159380834848,757.116,in_progress,0.0
80,23.0,5.90147917109358,0.4968362990844287,-1.280813348485316,21.3,2.1,2,19.998336252005398,False,True,16.05164586271553,19,17.709159380834848,757.179,in_progress,0.0
80,24.0,6.065328865221311,0.5124810689329299,2.5843548248400205,21.3,2.1,2,20.293418354877872,False,True,16.947482703303454,20,17.709159380834848,757.248,in_progress,0.0
80,25.0,6.217202217811212,0.5388091671468065,6.495422739000626,20.9,1.44,5,0.001,False,True,17.760989813038595,21,17.709159380834848,757.31,in_progress,0.0
80,26.0,6.3582328426795724,0.5756304088844169,10.67063528375432,20.9,1.44,5,0.001,False,True,18.571804306525454,22,17.709159380834848,757.382,in_progress,0.0
80,27.0,6.486406530037973,0.6213645072930654,14.973946181748106,20.9,1.44,5,0.001,False,True,19.287041923346298,23,17.709159380834848,757.437,in_progress,0.0
80,28.0,6.59163194532174,0.6714905561428836,19.46138676855376,20.9,1.44,5,0.001,False,True,19.838192240881945,23,17.709159380834848,757.513,in_progress,0.0
80,29.0,6.695425787403088,0.7327395333467455,24.380242565575493,30.0,1.4,19,0.001,False,True,20.454127928259613,24,17.709159380834848,757.579,in_progress,0.0
80,30.0,6.781796199022579,0.7958581488022658,29.148862887540957,30.0,1.4,19,0.001,False,True,21.053601741086442,25,17.709159380834848,757.629,in_progress,0.0
80,31.0,6.863589951858084,0.8635401397359257,33.20667415273772,21.3,2.1,2,32.27111673377266,False,True,21.62815986680576,26,17.709159380834848,757.714,in_progress,0.0
80,32.0,6.941222224055981,0.9413816888432733,38.038861684873396,5.0,2.2,17,32.41091406161676,False,True,22.228116418389266,26,17.709159380834848,757.779,in_progress,0.0
80,33.0,7.017712171327617,1.0378996728994583,44.07944200543461,5.0,2.2,17,30.239028542117055,False,True,22.916127244927534,27,17.709159380834848,757.843,in_progress,0.0
80,34.0,7.084719044618647,1.1444535452737925,50.39765814032513,20.9,1.44,5,31.113295964210383,False,True,23.624663842910994,28,17.709159380834848,757.911,in_progress,0.0
80,35.0,7.143952812778289,1.263414186897638,57.68469459389282,20.9,1.44,5,33.60992632992147,False,True,24.383171033291575,29,17.709159380834848,757.974,in_progress,0.0
80,36.0,7.190268231007863,1.3753197680224014,63.45799459020315,20.9,1.44,5,30.49416896190181,False,True,25.079872941395386,30,17.709159380834848,758.039,in_progress,0.0
80,37.0,7.221749284901513,1.476155412074053,67.98333941276861,5.0,2.2,17,30.39919215838916,False,True,25.692157422332297,30,17.709159380834848,758.108,in_progress,0.0
80,38.0,7.247643267821156,1.5894370122653574,72.06440336341356,30.0,1.4,19,29.270338655152095,False,True,26.37962116542527,31,17.709159380834848,758.184,in_progress,0.0
80,39.0,7.26031858830667,1.7034131853805559,76.90285955556126,30.0,1.4,19,27.52645084682233,False,True,27.02678109207198,32,17.709159380834848,758.251,in_progress,0.0
80,40.0,7.264043458121427,1.8126819656714779,81.31483329765675,30.0,1.4,19,34.79651928070383,False,True,27.662863546347666,33,17.709159380834848,758.312,in_progress,0.0
80,41.0,7.261293611865115,1.916100697238076,85.22847218727136,30.0,1.4,19,0.001,False,True,28.242241191004524,33,17.709159380834848,758.383,in_progress,0.0
80,42.0,7.252083010941553,2.014537579244645,88.9230585622633,10.9,2.1,15,36.18085338991126,False,True,28.796537753665536,34,17.709159380834848,758.445,in_progress,0.0
80,43.0,7.225800113453965,2.138033425914764,94.82177355072655,30.0,1.4,19,0.001,False,True,29.491618951356873,35,17.709159380834848,758.51,in_progress,0.0
80,44.0,7.195928180006096,2.225529932892292,99.90053716594755,30.0,1.4,19,0.001,False,True,29.97963586229526,35,17.709159380834848,758.57,in_progress,0.0
80,45.0,7.156476949275604,2.3239480143075215,104.5378577767108,5.0,2.2,17,29.084470923292745,False,True,30.523879389878044,36,17.709159380834848,758.645,in_progress,0.0
80,46.0,7.107488631960689,2.419874057689587,109.51486830716797,20.9,1.44,5,0.001,False,True,31.122462937974728,37,17.709159380834848,758.709,in_progress,0.0
80,47.0,7.045329453286427,2.514755248532084,115.2371017929403,30.0,1.4,19,0.001,False,True,31.695647707064744,37,17.709159380834848,758.781,in_progress,0.0
80,48.0,6.978680004496267,2.6006852036480157,120.23342019051154,30.0,1.4,19,0.001,False,True,32.22710308311173,38,17.709159380834848,758.845,in_progress,0.0
80,49.0,6.913736500294631,2.674322773829381,124.27461753472346,20.9,1.44,5,0.001,False,True,32.771555319708,39,17.709159380834848,758.914,in_progress,0.0
80,50.0,6.8405827703444535,2.7446786644577204,128.73497221759482,21.3,2.1,2,27.7079448554805,False,True,33.22182882749135,39,17.709159380834848,758.98,in_progress,0.0
80,51.0,6.740728718268004,2.823411652609131,134.6120435995069,21.3,2.1,2,24.806560129366908,False,True,33.89389320439468,40,17.709159380834848,759.044,in_progress,0.0
80,52.0,6.64738130219695,2.880582180237728,140.29459943065953,10.9,2.1,15,22.593375630976475,False,True,34.39696653844922,41,17.709159380834848,759.116,in_progress,0.0
80,53.0,6.543083315033883,2.9306968749442635,146.23281506817958,10.9,2.1,15,20.53741491309119,False,True,34.877798186288274,41,17.709159380834848,759.177,in_progress,0.0
80,54.0,6.416903515427399,2.977983367761662,152.62023128617795,10.9,2.1,15,18.22082751954587,False,True,35.58281006857476,42,17.709159380834848,759.248,in_progress,0.0
80,55.0,6.285250757588873,3.0145727138813623,158.41135448276677,18.3,2.62,8,23.948845028493498,False,True,36.21814378630267,43,17.709159380834848,759.311,in_progress,0.0
80,56.0,6.155562050926074,3.039642370016841,163.5526743862667,1.8,2.8,18,22.292060244709845,False,True,36.88846919469952,44,17.709159380834848,759.373,in_progress,0.0
80,57.0,5.996797729111156,3.055341408724117,169.74043048388344,-5.6,2.1,0,23.430956781735112,False,True,37.73837409679586,45,17.709159380834848,759.448,in_progress,0.0
80,58.0,5.836089328911826,3.0589458996536085,175.3108675645637,-5.6,2.1,0,25.392511085664317,False,True,38.644931345667445,46,17.709159380834848,759.513,in_progress,0.0
80,59.0,5.693851839804799,3.052648990256784,179.6291478816782,-5.6,2.1,0,24.20749699337761,False,True,39.44971174881308,47,17.709159380834848,759.577,in_progress,0.0
80,60.0,5.547577645159116,3.0366930097744365,-176.48687475181552,-30.0,1.4,20,0.001,False,True,40.282802307323514,48,17.709159380834848,759.647,in_progress,0.0
80,61.0,5.410537469232289,3.016623060899489,-174.02049418972805,-30.0,1.4,20,0.001,False,True,41.0567352832319,48,17.709159380834848,759.72,in_progress,0.0
80,62.0,5.276659309539962,3.000381000338452,-173.57306179304538,-30.0,1.4,20,0.001,False,True,41.791141799380775,49,17.709159380834848,759.78,in_progress,0.0
80,63.0,5.1597617900205375,2.9939143555929446,-174.97751857732752,-17.7,2.23,12,31.181067553781,False,True,42.48505123674766,50,17.709159380834848,759.85,in_progress,0.0
80,64.0,5.018453403330348,2.9913425573743817,-177.04039796310465,-17.7,2.23,12,32.660708477075005,False,True,43.433022412151054,51,17.709159380834848,759.913,in_progress,0.0
80,65.0,4.905116435311089,2.9990928771595047,-179.9487729950366,-17.7,2.23,12,32.41960195331704,False,True,44.219207186621944,52,17.709159380834848,759.978,in_progress,0.0
80,66.0,4.766850708439603,3.0193511370203003,175.84217438281377,-17.7,2.23,12,32.50062848331908,False,True,45.17230201895812,53,17.709159380834848,760.05,in_progress,0.0
80,67.0,4.636939572635473,3.0501231565616007,171.3395785806212,-30.0,1.4,20,0.001,False,True,46.08395102033424,54,17.709159380834848,760.108,in_progress,0.0
80,68.0,4.513614451682126,3.0904313424436936,166.87051682654197,-30.0,1.4,20,0.001,False,True,46.914830801960306,55,17.709159380834848,760.178,in_progress,0.0
80,69.0,4.3922530356672045,3.139413688900565,162.72940499446372,-30.0,1.4,20,0.001,False,True,47.646747921637505,56,17.709159380834848,760.248,in_progress,0.0
80,70.0,4.288844168673396,3.1929310770851136,158.40529299769847,-30.0,1.4,20,0.001,False,True,48.26665889530337,57,17.709159380834848,760.306,in_progress,0.0
80,71.0,4.2023472122894265,3.2462987586819567,154.6095733524392,-9.4,2.54,13,0.001,False,True,48.82428603567137,58,17.709159380834848,760.383,in_progress,0.0
80,72.0,4.116747645270715,3.308167579051263,150.45445640942677,-9.4,2.54,13,0.001,False,True,49.39983217931786,58,17.709159380834848,760.435,in_progress,0.0
80,73.0,4.029984240187648,3.3883187680977045,144.6514881802399,10.9,2.1,15,0.001,False,True,50.06136546736437,59,17.709159380834848,760.515,in_progress,0.0
80,74.0,3.9442756201877054,3.487524473519409,137.9187131239225,21.3,2.1,2,32.38770830380061,False,True,50.801391072050784,60,17.709159380834848,760.581,in_progress,0.0
80,75.0,3.863040326691905,3.5925210040907976,132.61199301358127,-5.6,2.1,0,35.572339386552,False,True,51.550533870409176,61,17.709159380834848,760.648,in_progress,0.0
80,76.0,3.7844427985989038,3.7029023204540907,128.9560898205257,5.0,2.2,17,34.15864646926114,False,True,52.31401160928711,62,17.709159380834848,760.713,in_progress,0.0
80,77.0,3.706926821435573,3.81790539711204,126.44638343916259,10.9,2.1,15,36.64436001301292,False,True,53.093983043620696,63,17.709159380834848,760.783,in_progress,0.0
80,78.0,3.631084227906593,3.927139598502145,125.66020358314482,10.9,2.1,15,35.90570921507491,False,True,53.84270778812128,64,17.709159380834848,760.835,in_progress,0.0
80,79.0,3.5442921285943814,4.041448366988386,126.38934419084323,10.9,2.1,15,37.50494778190845,False,True,54.65264229538269,65,17.709159380834848,760.916,in_progress,0.0
80,80.0,3.452193291592738,4.154023599494709,127.87128039265404,20.9,1.44,5,0.001,False,True,55.47393763946524,65,17.709159380834848,760.983,in_progress,0.0
80,81.0,3.3579666915089437,4.250961728460956,130.89901634285943,5.0,2.2,17,36.33589977010347,False,True,56.2423034590873,66,17.709159380834848,761.049,in_progress,0.0
80,82.0,3.2600517896436605,4.336634712936983,134.6148994093345,18.3,2.62,8,31.20357198416228,False,True,56.98490990494249,67,17.709159380834848,761.103,in_progress,0.0
80,83.0,3.1526222562160497,4.41938141192523,138.41863278305462,5.0,2.2,17,38.18422292584509,False,True,57.740497901338806,68,17.709159380834848,761.183,in_progress,0.0
