episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
200,1.0,3.1997271091087702,0.68302565545154,0.20562445438120355,-4.9,2.9,6,0.0,False,True,0.7905178569458897,1,17.709159380834848,1844.654,prepare,0.0
200,2.0,3.1997327938476863,0.6831032114197834,0.18326595495146542,-8.3,1.6,7,0.001,False,True,0.7905513581379267,1,17.709159380834848,1844.714,in_progress,0.0
200,3.0,3.2088702469906973,0.6837035297139511,0.31917785618074923,-8.3,1.6,7,0.001,False,True,0.8421592655222064,1,17.709159380834848,1844.769,in_progress,0.0
200,4.0,3.233473824018108,0.6793975313201551,-0.7941128674885813,1.3,3.96,4,26.507206424228496,False,True,0.9810478623232033,1,17.709159380834848,1844.847,in_progress,0.0
200,5.0,3.2703312922144536,0.6728782231811888,-2.1906813288672287,-8.3,1.6,7,0.001,False,True,1.1891178272062561,1,17.709159380834848,1844.913,in_progress,0.0
200,6.0,3.3184988470260484,0.6652812389214258,-3.244305177336739,1.3,3.96,4,26.04412463644607,False,True,1.4610441436112334,2,17.709159380834848,1844.985,in_progress,0.0
200,7.0,3.3808050082476284,0.6509173235515915,-5.79463067468339,1.3,3.96,4,25.557103640775253,False,True,1.8129839273292612,2,17.709159380834848,1845.054,in_progress,0.0
200,8.0,3.452323380984554,0.6362143529519908,-7.56071167936849,10.9,2.1,15,0.001,False,True,2.216812484593664,3,17.709159380834848,1845.12,in_progress,0.0
200,9.0,3.5474577725284537,0.62134224445249,-8.086792772236786,1.3,3.96,4,24.5421060221326,False,True,2.7539458200343647,3,17.709159380834848,1845.185,in_progress,0.0
200,10.0,3.6474248479413443,0.6065251183394141,-8.165672868389427,1.8,2.8,18,0.001,False,True,3.3184062983212566,4,17.709159380834848,1845.252,in_progress,0.0
200,11.0,3.7678798441980623,0.5875333442043875,-8.520025912244735,5.0,2.2,17,0.001,False,True,3.9985604017869476,5,17.709159380834848,1845.313,in_progress,0.0
200,12.0,3.8960792018113364,0.571342732864981,-7.9892142508232835,5.0,2.2,17,0.001,False,True,4.7224581197576025,6,17.709159380834848,1845.381,in_progress,0.0
200,13.0,4.033563993816234,0.5608632512119947,-6.330730078185717,5.0,2.2,17,0.001,False,True,5.498786258373867,7,17.709159380834848,1845.447,in_progress,0.0
200,14.0,4.167940258461603,0.5516113217199213,-5.255221592355423,1.8,2.8,18,0.001,False,True,6.2575586596269055,7,17.709159380834848,1845.511,in_progress,0.0
200,15.0,4.330169833025898,0.5427421953135984,-4.075011217099695,1.8,2.8,18,0.001,False,True,7.173613433528675,8,17.709159380834848,1845.578,in_progress,0.0
200,16.0,4.484714083365496,0.5349360360415294,-3.5706015718410775,1.8,2.8,18,0.001,False,True,8.04628063517137,10,17.709159380834848,1845.655,in_progress,0.0
200,17.0,4.653830636684734,0.5284084705795524,-2.9843593047013393,1.8,2.8,18,16.744842253513465,False,True,9.001223565787924,11,17.709159380834848,1845.709,in_progress,0.0
200,18.0,4.82922705745713,0.5227369171772001,-2.37519476106331,-5.6,2.1,0,0.001,False,True,9.991623859151897,12,17.709159380834848,1845.784,in_progress,0.0
